theme,other_theme,return_corr
ai_apps_agents,fintech_payments,0.8164803556827593
autos,etf_benchmarks,0.8162799154994478
ai_apps_agents,dev_tools,0.8161492560613451
industrial_automation,mega_banks,0.8158969522849843
autos,semis_compute,0.8157868429107274
networking,storage,0.8156649699189621
market,semis,0.8151490028894713
asset_managers,payments,0.8149919917212248
creative_software,dev_tools,0.8148987623270232
autos,semis,0.8147810383506647
growth,vertical_software,0.8146116547609281
payments,small_caps,0.8141009532907209
construction_infrastructure,market,0.8139100959897193
memory_storage,semicap_equipment,0.8131810709290376
datacenter_infra,electronics_components,0.8131747565561055
electronics_components,small_caps,0.8131341112987068
industrial_automation,transport_logistics,0.8128433514987456
electronics_components,etf_benchmarks,0.8126115083771533
digital_ads_media,fintech_payments,0.8125759931035476
ai_infrastructure,data_centers,0.8123714466747171
market,networking,0.8120269286897437
ai_apps_agents,growth,0.8116647765546151
asset_managers,regional_banks,0.8111757057886889
etf_benchmarks,semis,0.8109371785046869
etf_benchmarks,transport_logistics,0.8108054878877949
electronics_components,memory_storage,0.8086774707395236
apparel_beauty_lifestyle,retail_consumer,0.808474628210869
ai_infrastructure,growth,0.8083200628655928
fintech_payments,small_caps,0.8081449976466315
natural_gas,oil_gas,0.8079874160470609
banks_brokers_exchanges,market,0.8079548035846771
banks_brokers_exchanges,construction_infrastructure,0.8079346448309851
asset_managers,power_grid_electrification,0.8077187551607081
aerospace,defense,0.8075007307077398
enterprise_software,growth,0.807201905464249
dev_tools,vertical_software,0.806748630682492
consumer_internet_marketplaces,fintech_payments,0.8067077216854576
etf_benchmarks,streaming_entertainment,0.8066808096172042
asset_managers,construction_infrastructure,0.8065331250513026
banks_brokers_exchanges,power_grid_electrification,0.8057979544155217
digital_ads_media,enterprise_software,0.8055257569402284
advanced_packaging,memory_storage,0.8044578708540838
aerospace,space_satellites,0.8041292882928619
autos,robotics,0.803076279801793
semis_compute,small_caps,0.802687244093212
construction_infrastructure,transport_logistics,0.8013490512352934
ai_apps_agents,fintech,0.8010016138565376
robotics,small_caps,0.800720595353609
advanced_packaging,ai_infrastructure,0.8000501637819066
ai_apps_agents,digital_ads_media,0.7999425132401818
business_apps,growth,0.7995711222709369
ai_apps_agents,workflow_software,0.7989590461330361
datacenter_infra,transport_logistics,0.7987117146643856
ai_infrastructure,semicap_equipment,0.798345322902345
creative_software,workflow_software,0.7979524623479184
fintech,market,0.7978356783186225
agriculture_food_inputs,industrial_automation,0.7972943820920859
mega_banks,small_caps,0.7972597456193014
datacenter_infra,defense_aerospace,0.7969450183694478
autos,small_caps,0.7967918692802339
mega_cap_platforms,semis,0.7964708972499895
defense_aerospace,power_grid_electrification,0.7957061659118095
fintech,growth,0.7948784270873006
fintech_payments,market,0.79484320400385
electronics_components,storage,0.7941604842759039
mega_cap_platforms,semis_compute,0.7939056795339391
business_apps,fintech_payments,0.7930040027962288
creative_software,fintech_payments,0.7929252863372978
creative_software,cybersecurity,0.7927673570427344
market,robotics,0.7926126173936163
memory,storage,0.7925775271642206
memory_storage,networking,0.7924189040454089
etf_benchmarks,networking,0.7923635996665988
electronics_components,market,0.7923060630897177
growth,payments,0.7918169887757834
apparel_beauty_lifestyle,etf_benchmarks,0.7916795389647705
market,vertical_software,0.7915121765718358
banks_brokers_exchanges,transport_logistics,0.7913620035632983
digital_ads_media,fintech,0.7913178329143243
industrial_automation,regional_banks,0.7911882401006193
data_centers,semis_compute,0.7909891233831896
consumer_internet_marketplaces,digital_ads_media,0.7902748377665605
mega_cap_platforms,payments,0.790243635679784
banks_brokers_exchanges,insurance,0.7899644619623969
datacenter_infra,mega_banks,0.7896707164646759
defense,etf_benchmarks,0.7881584783073938
fintech,mega_cap_platforms,0.7876071957051547
fintech_payments,streaming_entertainment,0.7875044864407867
consumer_internet,gaming_sports_betting,0.7865833551060883
vertical_software,workflow_software,0.7864365030923204
datacenter_infra,semis_compute,0.7864061287257356
consumer_internet,digital_ads_media,0.7856793524685058
growth,robotics,0.7852674640195269
china_internet,consumer_internet,0.7850699537381088
market,mega_banks,0.7847199743493805
apparel_beauty_lifestyle,construction_infrastructure,0.7845881587523499
creative_software,fintech,0.7845679468493122
retail_consumer,small_caps,0.7837244569152799
regional_banks,small_caps,0.7834712929634557
electronics_components,memory,0.7834217581966039
power_grid_electrification,real_estate_reits,0.7830094171305042
fintech,small_caps,0.7829899183834422
fintech_payments,growth,0.7829683926129417
asset_managers_alts,transport_logistics,0.7829465455347977
apparel_beauty_lifestyle,transport_logistics,0.7829025883929542
market,streaming_entertainment,0.7825902075425737
creative_software,gaming_sports_betting,0.7823746700912272
robotics,semis_compute,0.7819995768060025
market,medtech,0.7818238322612856
fintech_payments,mega_cap_platforms,0.7816600649593856
defense_aerospace,market,0.7816264393965692
consumer_internet_marketplaces,creative_software,0.7814820258676963
asset_managers_alts,regional_banks,0.7812998969071331
etf_benchmarks,mega_banks,0.7810752263759404
ai_infrastructure,networking,0.7803857495826815
asset_managers_alts,fintech_payments,0.7803618854697977
advanced_packaging,networking,0.7796541679242042
transport_logistics,travel,0.7794890448838242
datacenter_reits_towers,real_estate_reits,0.7785253791850333
business_apps,fintech,0.7778196233108486
growth,semicap_equipment,0.7776284810109926
autos,market,0.7775153471596593
mega_cap_platforms,networking,0.7769242640781022
defense_aerospace,industrial_automation,0.7768572718258276
ai_apps_agents,consumer_internet_marketplaces,0.7766795361435015
advanced_packaging,growth,0.776643908714861
networking,semicap_equipment,0.776523242268722
homebuilders_housing,small_caps,0.7758693365269064
cybersecurity,vertical_software,0.7757437211696256
electronics_components,industrial_automation,0.7757299792817982
payments,streaming_entertainment,0.7756857563569113
asset_managers,transport_logistics,0.7753422393108262
enterprise_software,payments,0.7751490665838457
apparel_beauty_lifestyle,asset_managers_alts,0.7749917954909749
electronics_components,power_grid_electrification,0.7749879197313692
small_caps,streaming_entertainment,0.7745190091244472
construction_infrastructure,defense_aerospace,0.7744337763089364
autos,semicap_equipment,0.7742552913667479
cybersecurity,mega_cap_platforms,0.7742357342634972
growth,streaming_entertainment,0.7729635534697347
semis,storage,0.7729378193665564
banks_brokers_exchanges,payments,0.7727740579827083
creative_software,digital_ads_media,0.772459145622323
mega_cap_platforms,robotics,0.7724231835007194
airlines_travel,small_caps,0.7717918940205654
etf_benchmarks,vertical_software,0.7716276431008041
digital_ads_media,payments,0.7716247045793555
asset_managers,fintech,0.7715504863163223
defense,small_caps,0.7713871041987019
construction_infrastructure,electronics_components,0.7708472233438158
ai_apps_agents,vertical_software,0.7708210479796538
growth,small_caps,0.7707808196220544
fintech,streaming_entertainment,0.7707491252051348
apparel_beauty_lifestyle,datacenter_infra,0.7706184854046987
etf_benchmarks,medtech_devices,0.7705355422970415
etf_benchmarks,semicap_equipment,0.7704209810296888
digital_ads_media,etf_benchmarks,0.7693423259983976
asset_managers_alts,defense_aerospace,0.769078010899659
digital_ads_media,mega_cap_platforms,0.768995650633971
ai_infrastructure,mega_cap_platforms,0.7688271084006199
insurance,mega_banks,0.7688132202910256
defense,power_grid_electrification,0.7687121943973776
fintech_payments,vertical_software,0.7677850670343586
china_internet,consumer_internet_marketplaces,0.7676567274031063
mega_cap_platforms,streaming_entertainment,0.7672419416270684
autos,growth,0.7669073396788909
asset_managers_alts,fintech,0.7667015464247305
business_apps,cloud,0.7665655772091831
data_centers,networking,0.7662834814764963
apparel_beauty_lifestyle,industrial_automation,0.7661737352253429
etf_benchmarks,real_estate_reits,0.7661108222173629
medtech_devices,small_caps,0.7660174814225442
fintech_payments,robotics,0.765996529098453
asset_managers,fintech_payments,0.765288536859345
airlines_travel,banks_brokers_exchanges,0.7652626086511134
fintech,robotics,0.7642987214141943
mega_banks,power_grid_electrification,0.764003428765708
electronics_components,growth,0.7637767208122954
defense_aerospace,space_satellites,0.7633786267140062
energy,natural_gas,0.7633525071670557
advanced_packaging,etf_benchmarks,0.7633013190099981
real_estate_reits,small_caps,0.763253541695378
business_apps,payments,0.7629521609281208
etf_benchmarks,travel,0.7624038482046437
market,medtech_devices,0.7618531393725714
payments,vertical_software,0.7617034378783761
digital_ads_media,growth,0.7616865869232494
defense_aerospace,drones_autonomy,0.7612511978591836
insurance,regional_banks,0.7607853736078507
market,transport_logistics,0.7604483105413158
etf_benchmarks,storage,0.7600133183861556
restaurants_food,small_caps,0.7599484112185745
datacenter_infra,robotics,0.7597717751457204
enterprise_software,gaming_sports_betting,0.759717822779088
dev_tools,mega_cap_platforms,0.7591219520870476
construction_infrastructure,mega_banks,0.7589730270671471
mega_cap_platforms,workflow_software,0.758297641068761
consumer_internet_marketplaces,etf_benchmarks,0.7581727480322349
banks_brokers_exchanges,defense_aerospace,0.7581427814841619
creative_software,market,0.7580520664093471
asset_managers_alts,real_estate_reits,0.7575569734618827
etf_benchmarks,homebuilders_housing,0.7571715089680241
networking_optical,semis,0.7569627000493733
market,storage,0.7562615667422169
creative_software,etf_benchmarks,0.7562609364602556
asset_managers,growth,0.7562496942358163
etf_benchmarks,networking_optical,0.7562131200368191
advanced_packaging,autos,0.7561060834980521
business_apps,consumer_internet_marketplaces,0.7559786223364404
ai_apps_agents,cloud,0.7557334227712547
power_grid_electrification,transport_logistics,0.7552353297123298
apparel_beauty_lifestyle,market,0.7547928561878628
creative_software,payments,0.7544484795531942
drones_autonomy,small_caps,0.7541124099165346
asset_managers,defense_aerospace,0.753866920425458
consumer_internet_marketplaces,growth,0.75382218918876
datacenter_infra,homebuilders_housing,0.7536049045147282
mega_banks,transport_logistics,0.7535334565014326
etf_benchmarks,retail_consumer,0.7534788110985764
datacenter_infra,defense,0.7529494861494028
mega_banks,payments,0.7528010891099216
networking_optical,small_caps,0.7522644373888767
datacenter_infra,regional_banks,0.7519548257026107
payments,travel,0.7513321183427908
power_grid_electrification,semis_compute,0.7510798333946836
fintech,vertical_software,0.7510200724619865
autos,fintech_payments,0.7508747500326831
defense,market,0.7508159793182502
etf_benchmarks,restaurants_food,0.7499239027077473
ai_apps_agents,payments,0.7498762627451845
business_apps,digital_ads_media,0.7496054210849561
aerospace,etf_benchmarks,0.7492555047579673
apparel_beauty_lifestyle,homebuilders_housing,0.7490690646987579
asset_managers_alts,growth,0.7485172905797209
autos,datacenter_infra,0.7482916911208821
apparel_beauty_lifestyle,asset_managers,0.7482003382361105
semicap_equipment,small_caps,0.7479207116990406
growth,memory_storage,0.7478343227791779
etf_benchmarks,memory_storage,0.74740644947015
datacenter_infra,payments,0.7472346217986956
enterprise_software,etf_benchmarks,0.7471747005849776
airlines_travel,etf_benchmarks,0.7468858977613839
semis,small_caps,0.7464097349559787
enterprise_software,streaming_entertainment,0.7463608656151753
drones_autonomy,etf_benchmarks,0.7463446013816077
drones_autonomy,space_satellites,0.746221914505428
autos,electronics_components,0.7462110262935183
ai_infrastructure,electronics_components,0.7462063866574951
market,semicap_equipment,0.7461217917374561
robotics,semis,0.7457749274200252
cybersecurity,growth,0.7456482506441586
advanced_packaging,market,0.7454501767461974
ai_apps_agents,robotics,0.7454390353729065
apparel_beauty_lifestyle,payments,0.745149787578907
aerospace,small_caps,0.7449027897063645
consumer_internet_marketplaces,streaming_entertainment,0.7448967828161982
semicap_equipment,storage,0.7448206182627733
data_centers,market,0.7447674921969674
copper_metals,gold_silver_miners,0.7445119329896508
apparel_beauty_lifestyle,restaurants_food,0.7443071386928001
construction_infrastructure,semis_compute,0.7442602602246191
ai_apps_agents,etf_benchmarks,0.7442312309576834
data_centers,etf_benchmarks,0.743525902159245
data_centers,growth,0.7427934117058423
energy,etf_benchmarks,0.7427905158492785
electronics_components,robotics,0.7425778931740763
payments,robotics,0.7424118197850492
china_internet,gaming_sports_betting,0.7423604607052826
homebuilders_housing,power_grid_electrification,0.7423088667759646
digital_ads_media,small_caps,0.7422115400137542
memory,networking,0.7420956202700248
asset_managers_alts,robotics,0.7420522504033079
memory_storage,networking_optical,0.7419197973261485
ai_infrastructure,memory_storage,0.7417825507107508
etf_benchmarks,medtech,0.7416042167204652
payments,power_grid_electrification,0.7411580744944146
construction_infrastructure,regional_banks,0.741108588458569
consumer_internet_marketplaces,payments,0.7410851014610085
enterprise_software,robotics,0.7408478549849742
networking,small_caps,0.7407893713616871
ai_apps_agents,market,0.7407681919044996
energy,industrial_automation,0.740593724202609
lithium_battery_materials,rare_earth_critical_minerals,0.7405876581144223
payments,transport_logistics,0.7402080453102651
apparel_beauty_lifestyle,power_grid_electrification,0.7400977054915111
consumer_internet,fintech,0.7399998288171177
business_apps,market,0.7397523376858711
autos,fintech,0.739637956959364
datacenter_infra,networking,0.7396267042553939
advanced_packaging,storage,0.7394193174198926
datacenter_infra,storage,0.739275604840473
industrial_automation,robotics,0.7390513212465566
ai_infrastructure,market,0.7390207471969338
construction_infrastructure,payments,0.7388296156784483
small_caps,travel,0.7382091795785692
small_caps,storage,0.738046310510843
market,real_estate_reits,0.7377584237320536
ai_apps,digital_ads_media,0.737062044013816
autos,mega_cap_platforms,0.7369604663359783
consumer_internet_marketplaces,mega_cap_platforms,0.7369206908400621
airlines_travel,apparel_beauty_lifestyle,0.7368670479520346
data_centers,storage,0.7365294201329593
airlines_travel,restaurants_food,0.7364923972255643
copper_metals,etf_benchmarks,0.736350396490896
digital_ads_media,market,0.736250248444796
airlines_travel,datacenter_infra,0.7360690777577937
growth,networking_optical,0.7360440608194972
diagnostics_tools,medtech_devices,0.7359708880070629
asset_managers,mega_cap_platforms,0.7357766305727741
regional_banks,transport_logistics,0.7356027747750498
datacenter_infra,semis,0.7355917843602047
asset_managers_alts,autos,0.7354122110250675
medtech_devices,payments,0.7350598350203463
fintech,gaming_sports_betting,0.7347697882907938
ai_apps_agents,streaming_entertainment,0.7347257838478921
apparel_beauty_lifestyle,banks_brokers_exchanges,0.7343913014940592
airlines_travel,industrial_automation,0.7342963062887542
industrial_automation,semis_compute,0.7341978878778256
copper_metals,silver,0.7339950042240344
asset_managers,robotics,0.7336677553397872
ai_infrastructure,memory,0.7335643294562137
networking_optical,semicap_equipment,0.7335581708342203
mega_cap_platforms,small_caps,0.7329310906405239
airlines_travel,mega_banks,0.7329302020265704
lithium_battery_materials,renewables_storage,0.732822628965424
cloud,creative_software,0.7327631267945606
autos,construction_infrastructure,0.7327071121455485
advanced_packaging,small_caps,0.7326707160075773
market,networking_optical,0.7324679893919194
autos,payments,0.7324027930889833
cybersecurity,fintech_payments,0.7323797955665835
autos,transport_logistics,0.7321652200676021
market,memory_storage,0.7319863481115293
construction_infrastructure,retail_consumer,0.7319817164747767
airlines_travel,construction_infrastructure,0.7317472040900701
defense,industrial_automation,0.7314914807258813
agriculture_food_inputs,small_caps,0.7314383785818984
apparel_beauty_lifestyle,fintech_payments,0.7310137106946984
autos,industrial_automation,0.7308930355080075
ai_apps,ai_apps_agents,0.7308830000445338
homebuilders_housing,industrial_automation,0.7307202793045862
power_grid_electrification,robotics,0.7306000749027619
hardware_devices,storage,0.7305818345031998
asset_managers_alts,mega_cap_platforms,0.7305623577280647
asset_managers_alts,homebuilders_housing,0.7304673118397482
market,retail_consumer,0.7300096258213428
enterprise_software,market,0.7299357610672909
payments,restaurants_food,0.7299100958110107
airlines_travel,asset_managers_alts,0.729870726807365
ai_infrastructure,etf_benchmarks,0.7297218622251143
drones_autonomy,robotics,0.7289834258759995
asset_managers_alts,semis_compute,0.7288698836031977
business_apps,etf_benchmarks,0.7283426185429235
defense_aerospace,transport_logistics,0.7282302669824667
dev_tools,fintech_payments,0.7281919271522417
creative_software,streaming_entertainment,0.727882615759774
asset_managers,electronics_components,0.7277310085185232
apparel_beauty_lifestyle,autos,0.7276897336225235
asset_managers_alts,travel,0.7275480376707303
networking_optical,storage,0.7274388762925668
construction_infrastructure,robotics,0.7272678685595281
asset_managers_alts,streaming_entertainment,0.7272461992076616
construction_infrastructure,defense,0.7272334270389633
aerospace,datacenter_infra,0.7272042899994939
asset_managers,semis_compute,0.7271565140801636
advanced_packaging,networking_optical,0.7271207062987977
ai_apps_agents,gaming_sports_betting,0.7270869688120669
datacenter_infra,growth,0.7265823354254455
agriculture_food_inputs,etf_benchmarks,0.7261710558208253
growth,storage,0.7261388223609115
construction_infrastructure,real_estate_reits,0.7260658748549808
defense_aerospace,payments,0.7259722379547451
agriculture_food_inputs,energy,0.7258930150077371
fintech_payments,medtech_devices,0.7257482776729491
data_centers,memory_storage,0.7256911042222766
energy,small_caps,0.7254693553442535
asset_managers,autos,0.7247904960140408
real_estate_reits,utilities_yield,0.7245357297780695
power_grid_electrification,regional_banks,0.7245218928597169
copper,etf_benchmarks,0.724516855518952
biotech,diagnostics_tools,0.7245019443698751
data_centers,semis,0.7244516836605902
construction_infrastructure,restaurants_food,0.7243893493118201
digital_ads_media,gaming_sports_betting,0.7243418158856613
restaurants_food,transport_logistics,0.7242400522167592
datacenter_infra,semicap_equipment,0.7241895972487877
data_centers,electronics_components,0.7241888494226396
agriculture_food_inputs,datacenter_infra,0.7238989350139686
autos,power_grid_electrification,0.7236852689454307
restaurants_food,retail_consumer,0.7236850797376032
market,restaurants_food,0.7234373704434893
networking,robotics,0.7232284425166721
consumer_internet,fintech_payments,0.7231166135500784
market,travel,0.722769614543807
etf_benchmarks,utilities_yield,0.7226701245785312
banks_brokers_exchanges,travel,0.7224740003805792
fintech,semis_compute,0.722375748060526
dev_tools,growth,0.7223335098665287
homebuilders_housing,retail_consumer,0.7221686710927995
industrial_automation,payments,0.7221238440469314
industrial_automation,insurance,0.7219821386398927
asset_managers_alts,electronics_components,0.7216102740267146
consumer_internet,travel,0.7213827770324585
market,restaurants,0.721292140888057
fintech_payments,semis_compute,0.7212334302982354
memory_storage,small_caps,0.7211061518981872
advanced_packaging,datacenter_infra,0.7208762423866891
growth,power_grid_electrification,0.7207388835390047
agriculture_food_inputs,construction_infrastructure,0.7206773624449218
banks_brokers_exchanges,real_estate_reits,0.7205897881857664
etf_benchmarks,restaurants,0.7205086103502436
growth,memory,0.7203307133539741
diagnostics_tools,enterprise_software,0.7200657295613719
fintech_payments,travel,0.7200507336004699
fintech_payments,gaming_sports_betting,0.7200037875673407
data_centers,networking_optical,0.7196271061404323
creative_software,robotics,0.719581920227501
aerospace,power_grid_electrification,0.7193026912633679
autos,streaming_entertainment,0.7190472436540583
consumer_internet,etf_benchmarks,0.7183206313151863
agriculture_food_inputs,power_grid_electrification,0.718123737159388
cybersecurity,fintech,0.7181150471322707
asset_managers_alts,defense,0.7179390685787083
streaming_entertainment,travel,0.7177169315319399
asset_managers,streaming_entertainment,0.7176432406999543
industrial_automation,storage,0.7173121020790527
agriculture_food_inputs,banks_brokers_exchanges,0.717091024591618
homebuilders_housing,real_estate_reits,0.7169392968698332
datacenter_infra,fintech_payments,0.7164097324362194
consumer,etf_benchmarks,0.7162131702019994
robotics,streaming_entertainment,0.7160129641529808
datacenter_infra,energy,0.7159680134320432
banks_brokers_exchanges,defense,0.7158130229144106
energy,power_grid_electrification,0.7155626037507292
defense_aerospace,mega_banks,0.7153502039908991
consumer_internet_marketplaces,robotics,0.7151745718257236
airlines_travel,regional_banks,0.7149207720541624
apparel_beauty_lifestyle,travel,0.7149004886721828
small_caps,vertical_software,0.7148504250723424
datacenter_infra,networking_optical,0.7147601934747095
retail_consumer,transport_logistics,0.7147352575153771
industrial_automation,travel,0.7146195203431387
networking,power_grid_electrification,0.7145696899921222
business_apps,streaming_entertainment,0.714384324092371
data_centers,power_grid_electrification,0.7141396612177832
drones_autonomy,fintech_payments,0.7140981890381125
robotics,semicap_equipment,0.7140848323417796
datacenter_infra,travel,0.7139005750713757
defense_aerospace,fintech_payments,0.7137135753854469
copper,industrial_automation,0.7134727924422566
restaurants_food,travel,0.7134076453464716
autos,networking,0.7134034678233926
fintech_payments,workflow_software,0.7133904426630806
ai_apps,consumer_internet,0.7133628975284199
digital_ads_media,robotics,0.7132656669001183
consumer_internet_marketplaces,cybersecurity,0.7131989123661316
homebuilders_housing,market,0.7127268057770355
consumer_internet_marketplaces,workflow_software,0.7126425637480825
cybersecurity,digital_ads_media,0.7125758224466009
etf_benchmarks,memory,0.7125025057520858
fintech_payments,transport_logistics,0.7121939019287415
asset_managers_alts,restaurants_food,0.712025992416038
medtech_devices,vertical_software,0.7120148958697353
consumer,market,0.7119535156120084
datacenter_infra,restaurants_food,0.7119068376988672
airlines_travel,payments,0.7118064250039879
etf_benchmarks,regional_banks,0.7116527868683025
growth,medtech,0.7115234679022218
diagnostics_tools,fintech_payments,0.7114665914445197
fintech_payments,power_grid_electrification,0.7111578697194607
power_grid_electrification,restaurants_food,0.7109826825472415
construction_infrastructure,fintech_payments,0.7106960339551825
networking_optical,robotics,0.7105622525105272
asset_managers,travel,0.7105181027118539
power_grid_electrification,storage,0.7105058043572355
